StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_1_DO,questions_2_DO,scales_DO
2022-10-11 16:53:33,2022-10-11 16:55:41,0,73.123.183.63,100,127,1,2022-10-11 16:55:41,R_10xB2JchEDyhU0U,,,,,42.4609,-71.0074,anonymous,EN,1,2,2,0,0,11.187,0,0,0,10.741,0,100,0,0,0,0,0,50,50,,2,,,,,,0,51,1,,27,1,,Q90|negligence|defective|vA_sue|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 16:52:17,2022-10-11 16:55:56,0,173.94.135.180,100,219,1,2022-10-11 16:55:57,R_1jNRuBZZME8Rn1R,,,,,36.1053,-79.8762,anonymous,EN,1,2,2,0,0,38.104,0,0,0,12.972,0,100,0,0,0,15,66,88,86,1,1,,,,,,22,89,1,,36,5,,Q90|vA_sue|negligence|vB_sue|defective,Q71|fault|counterfactual|capability,
2022-10-11 16:51:37,2022-10-11 16:56:16,0,75.88.115.251,100,279,1,2022-10-11 16:56:17,R_2cwIN2GDsWgnHW8,,,,,37.9643,-84.4703,anonymous,EN,1,2,2,21.711,21.711,22.502,1,3.333,11.52,12.388,3,100,0,0,0,5,30,70,75,,1,,,,,,60,70,1,,30,3,,Q90|vA_sue|vB_sue|negligence|defective,Q71|fault|counterfactual|capability,
2022-10-11 16:55:41,2022-10-11 16:57:45,0,71.71.214.155,100,124,1,2022-10-11 16:57:45,R_UaUuG9vQfvUcDN7,,,,,35.2227,-80.7938,anonymous,EN,1,2,2,0,0,13.188,0,0,0,10.885,0,100,0,0,0,0,0,100,100,,1,,,,,,50,50,1,,37,3,,Q90|vB_sue|vA_sue|defective|negligence,Q71|fault|capability|counterfactual,
2022-10-11 16:52:59,2022-10-11 16:59:26,0,99.93.254.57,100,386,1,2022-10-11 16:59:26,R_1q57dYSJ4FlVN8M,,,,,33.058,-80.0101,anonymous,EN,1,2,2,0,0,130.77,0,0,0,16.435,0,100,9,0,9,67,51,100,93,,1,,,,,,0,20,2,,44,3,,Q90|vA_sue|negligence|defective|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 16:56:25,2022-10-11 17:00:16,0,98.212.147.239,100,231,1,2022-10-11 17:00:17,R_2rNFjtElNeImnel,,,,,40.112,-88.2365,anonymous,EN,1,2,2,16.152,16.152,18.849,1,0,0,12.448,0,100,0,0,2,30,50,98,95,,1,,,,,,56,44,1,,31,4,,Q90|negligence|defective|vB_sue|vA_sue,Q71|fault|capability|counterfactual,
2022-10-11 16:57:19,2022-10-11 17:00:19,0,98.246.102.10,100,179,1,2022-10-11 17:00:19,R_12SlNJAPXjcVbD3,,,,,44.6554,-123.135,anonymous,EN,1,2,2,11.04,11.04,11.288,1,18.161,18.161,18.454,1,98,0,5,10,25,40,75,94,,1,,,,,,58,65,1,,35,4,,Q90|vA_sue|defective|vB_sue|negligence,Q71|fault|capability|counterfactual,
2022-10-11 16:55:35,2022-10-11 17:01:33,0,202.182.71.22,100,357,1,2022-10-11 17:01:33,R_3Q04OG7CIjk7w4f,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,3.257,3.257,20.922,1,10.646,10.646,14.495,1,76,72,83,27,56,78,31,69,1,2,,,,,,60,65,1,,63,5,,Q90|defective|negligence|vA_sue|vB_sue,Q71|capability|counterfactual|fault,
2022-10-11 16:59:16,2022-10-11 17:02:03,0,66.25.40.80,100,166,1,2022-10-11 17:02:03,R_vwSZQBHjmy7pIe5,,,,,32.7362,-96.1925,anonymous,EN,1,2,2,0,0,13.135,0,0,0,11.452,0,19,100,0,100,100,100,100,100,,1,,,,,,10,30,1,,29,1,,Q90|negligence|vB_sue|vA_sue|defective,Q71|fault|capability|counterfactual,
2022-10-11 16:56:24,2022-10-11 17:02:14,0,97.95.213.97,100,349,1,2022-10-11 17:02:15,R_3rIG5AC0CCHUsNg,,,,,43.0352,-83.5248,anonymous,EN,1,2,2,0,0,16.763,0,0,0,11.463,0,82,1,1,0,1,25,80,96,,2,,,,,,9,46,2,,57,3,,Q90|vA_sue|negligence|vB_sue|defective,Q71|fault|counterfactual|capability,
2022-10-11 16:57:56,2022-10-11 17:02:51,0,208.207.190.111,100,294,1,2022-10-11 17:02:51,R_1jE8r8oEQwLUKf8,,,,,40.7683,-73.9802,anonymous,EN,1,2,2,6.779,6.779,22.181,1,0,0,13.82,0,100,0,0,0,16,9,2,89,,2,,,,,,86,80,1,,35,4,,Q90|defective|negligence|vB_sue|vA_sue,Q71|counterfactual|fault|capability,
2022-10-11 17:00:42,2022-10-11 17:03:44,0,71.213.31.145,100,181,1,2022-10-11 17:03:44,R_0chsNLX9kaFK3JL,,,,,40.3626,-83.7565,anonymous,EN,1,2,2,0,0,22.411,0,0,0,11.121,0,100,0,0,0,0,50,78,100,,1,,,,,,50,60,1,,29,1,,Q90|negligence|defective|vA_sue|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 17:01:57,2022-10-11 17:04:09,0,24.23.0.67,100,131,1,2022-10-11 17:04:09,R_9FGK02ieim6KE4V,,,,,38.4819,-121.4024,anonymous,EN,1,2,2,1.94,11.717,12.865,3,1.593,1.593,10.952,1,74,27,32,65,78,89,67,100,,1,,,,,,19,30,2,,32,3,,Q90|vA_sue|negligence|vB_sue|defective,Q71|counterfactual|capability|fault,
2022-10-11 17:03:18,2022-10-11 17:05:46,0,38.95.237.121,100,148,1,2022-10-11 17:05:47,R_3g0ln5EEtOlSdBH,,,,,35.3584,-120.2596,anonymous,EN,1,2,2,0,0,10.857,0,0,0,11.191,0,0,100,82,100,100,100,100,91,1,1,,,,,,78,96,1,,34,4,,Q90|negligence|vB_sue|vA_sue|defective,Q71|fault|capability|counterfactual,
2022-10-11 17:04:25,2022-10-11 17:09:03,0,75.41.166.226,100,277,1,2022-10-11 17:09:03,R_2wFTxFYjeF9a38j,,,,,35.2804,-98.9474,anonymous,EN,1,2,2,0,0,49.469,0,0,0,12.501,0,95,90,5,4,5,35,58,99,,2,,,,,,42,60,2,,31,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|capability|fault|counterfactual,
2022-10-11 17:04:48,2022-10-11 17:09:04,0,23.243.125.38,100,255,1,2022-10-11 17:09:04,R_2TI9NBh6IQ5vwy6,,,,,34.1211,-117.4362,anonymous,EN,1,2,2,5.118,20.686,21.849,2,14.645,14.645,25.209,1,87,12,5,10,20,15,40,50,,1,,,,,,30,50,2,,38,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|capability|fault|counterfactual,
2022-10-11 17:06:02,2022-10-11 17:09:37,0,108.73.95.238,100,214,1,2022-10-11 17:09:38,R_2bJzyT67cZVxBMU,,,,,32.9636,-96.7468,anonymous,EN,1,2,2,0,0,42.767,0,0,0,13.03,0,100,4,0,9,8,5,50,19,,1,,,,,,19,50,1,,48,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 17:07:30,2022-10-11 17:10:24,0,50.5.8.249,100,174,1,2022-10-11 17:10:24,R_1LcBl2nOFZp2hEz,,,,,39.1642,-84.2356,anonymous,EN,1,2,2,0,0,14.788,0,3.164,3.164,11.175,1,100,0,0,0,0,20,100,100,,1,,,,,,50,50,1,,35,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|fault|capability|counterfactual,
2022-10-11 17:07:53,2022-10-11 17:11:19,0,96.2.84.91,100,205,1,2022-10-11 17:11:19,R_p6S1mdnIu138kk9,,,,,45.4636,-98.4829,anonymous,EN,1,2,2,0,0,17.301,0,0,0,40.653,0,68,70,77,73,77,79,83,75,1,2,,,,,,49,83,1,,26,3,,Q90|negligence|defective|vB_sue|vA_sue,Q71|fault|capability|counterfactual,
2022-10-11 17:06:22,2022-10-11 17:12:23,0,65.35.0.48,100,361,1,2022-10-11 17:12:24,R_87HeObiMMGZejp7,,,,,28.8348,-82.3262,anonymous,EN,1,2,2,0,0,72.603,0,0,0,22.481,0,100,0,0,10,10,20,50,90,,1,,,,,,50,60,1,,56,3,,Q90|negligence|vA_sue|defective|vB_sue,Q71|capability|counterfactual|fault,
2022-10-11 17:07:50,2022-10-11 17:12:54,0,173.16.190.227,100,304,1,2022-10-11 17:12:54,R_2A0ZHrDKMNAxZVz,,,,,41.2154,-86.4192,anonymous,EN,1,2,2,0,0,27.292,0,0,0,11.522,0,100,0,0,0,15,10,30,85,,1,,,,,,0,45,1,,40,8,less than high school,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|counterfactual|fault,
2022-10-11 17:13:12,2022-10-11 17:15:05,0,70.229.208.176,100,113,1,2022-10-11 17:15:06,R_2akPOHOKOiZcytP,,,,,38.0004,-121.3105,anonymous,EN,1,2,2,0,0,11.553,0,0,0,10.847,0,100,0,0,0,0,0,65,81,,1,,,,,,45,55,1,,24,3,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|counterfactual|capability,
2022-10-11 17:06:03,2022-10-11 17:16:24,0,198.54.129.86,100,621,1,2022-10-11 17:16:25,R_A0VplPlzukPx1At,,,,,34.0515,-118.2707,anonymous,EN,1,2,2,1.572,1.572,23.704,1,0,0,14.5,0,100,0,0,0,0,0,26,64,1,1,,,,,,50,66,1,,39,3,,Q90|defective|vB_sue|negligence|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 17:15:27,2022-10-11 17:18:36,0,73.244.173.239,100,188,1,2022-10-11 17:18:36,R_vCz3sC9NdbmLxQt,,,,,27.6006,-80.4359,anonymous,EN,1,2,2,0,0,17.814,0,0,0,14.771,0,100,0,0,0,0,0,100,100,,1,,,,,,50,70,2,,36,1,,Q90|negligence|vB_sue|defective|vA_sue,Q71|fault|capability|counterfactual,
2022-10-11 17:17:25,2022-10-11 17:20:08,0,206.74.105.224,100,163,1,2022-10-11 17:20:09,R_2wgDh9xVpJM5eyu,,,,,34.3306,-82.333,anonymous,EN,1,2,2,0,0,16.094,0,0,0,11.044,0,100,0,0,0,7,0,25,94,,1,,,,,,28,50,2,,58,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|capability|fault|counterfactual,
2022-10-11 17:19:58,2022-10-11 17:23:55,0,143.55.93.115,100,237,1,2022-10-11 17:23:56,R_BEOu7GilR4o6DGF,,,,,39.9279,-120.9697,anonymous,EN,1,2,2,0,0,18.957,0,0,0,15.938,0,91,10,14,6,23,7,20,79,,1,,,,,,62,64,2,,37,4,,Q90|negligence|vB_sue|vA_sue|defective,Q71|counterfactual|fault|capability,
2022-10-11 17:21:35,2022-10-11 17:25:20,0,99.61.109.6,100,225,1,2022-10-11 17:25:22,R_3Mum4q97ud2X9Ol,,,,,28.5727,-80.8206,anonymous,EN,1,2,2,0,0,20.502,0,0,0,11.238,0,98,0,1,1,20,22,15,99,,1,,,,,,70,66,1,,39,3,,Q90|negligence|vB_sue|defective|vA_sue,Q71|capability|counterfactual|fault,
2022-10-11 17:22:49,2022-10-11 17:25:54,0,76.219.107.229,100,184,1,2022-10-11 17:25:54,R_3M6uc2czoQXbbx8,,,,,40.1104,-83.1131,anonymous,EN,1,2,2,0,0,44.128,0,0,0,11.44,0,100,23,4,5,16,40,79,97,,1,,,,,,79,100,1,,33,4,,Q90|defective|negligence|vB_sue|vA_sue,Q71|capability|counterfactual|fault,
2022-10-11 17:23:40,2022-10-11 17:27:40,0,76.208.100.151,100,240,1,2022-10-11 17:27:41,R_3nJzmkyqChjMRNa,,,,,26.4525,-80.1562,anonymous,EN,1,2,2,5.712,5.712,24.986,1,0,0,16.09,0,100,0,9,0,0,46,99,95,,1,,,,,,3,55,1,,37,5,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|fault|capability,
2022-10-11 17:24:47,2022-10-11 17:29:43,0,172.241.214.242,100,296,1,2022-10-11 17:29:44,R_1ff4ZpBTWC0zEFm,,,,,37.751,-97.822,anonymous,EN,1,2,2,23.04,23.04,23.552,1,0,0,16.301,0,100,0,0,0,0,5,75,90,,1,,,,,,45,50,1,,41,7,,Q90|vB_sue|vA_sue|defective|negligence,Q71|capability|counterfactual|fault,
2022-10-11 17:27:52,2022-10-11 17:31:37,0,174.192.131.101,100,225,1,2022-10-11 17:31:38,R_23TrDzR61AMjzEu,,,,,42.1614,-87.966,anonymous,EN,1,2,2,16.924,16.924,17.815,1,0,0,13.963,0,99,29,29,40,58,80,84,99,,1,,,,,,1,0,2,,39,1,,Q90|defective|negligence|vB_sue|vA_sue,Q71|capability|fault|counterfactual,
2022-10-11 17:29:55,2022-10-11 17:33:34,0,68.231.9.9,100,218,1,2022-10-11 17:33:34,R_NVJuGqIttN6qlgt,,,,,32.2506,-110.884,anonymous,EN,1,2,2,0,0,21.859,0,0,0,12.701,0,94,0,0,0,0,0,71,50,,2,,,,,,81,77,1,,35,3,,Q90|defective|negligence|vA_sue|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 17:34:42,2022-10-11 17:38:08,0,208.220.130.193,100,206,1,2022-10-11 17:38:09,R_3EJZqKm5lKmbLX8,,,,,42.7514,-71.5786,anonymous,EN,1,2,2,0,0,21.673,0,0,0,16.215,0,64,60,60,62,59,61,60,60,2,1,,,,,,65,63,1,,30,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|counterfactual|capability|fault,
2022-10-11 17:33:32,2022-10-11 17:41:32,0,68.229.74.103,100,480,1,2022-10-11 17:41:33,R_3GjrFQq15dcJyBg,,,,,41.5041,-72.9167,anonymous,EN,1,2,2,56.519,56.519,59.14,1,0,0,29.34,0,100,20,0,30,30,35,85,100,,1,,,,,,0,30,1,,39,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 17:36:00,2022-10-11 17:42:02,0,98.204.255.222,100,362,1,2022-10-11 17:42:03,R_1l0RFklMyo79vHJ,,,,,39.6249,-75.8351,anonymous,EN,1,2,2,0,0,13.813,0,0,0,11.217,0,100,0,5,0,10,5,95,75,1,1,,,,,,20,10,1,,32,3,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|counterfactual|capability,
2022-10-11 17:42:11,2022-10-11 17:47:04,0,167.224.165.133,100,293,1,2022-10-11 17:47:05,R_Qcw5AnAL5vvYp0J,,,,,36.1835,-94.1762,anonymous,EN,1,2,2,0,0,18.61,0,0,0,11.451,0,100,0,0,0,0,0,50,80,,1,,,,,,50,75,1,,40,1,,Q90|negligence|vA_sue|defective|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 17:45:30,2022-10-11 17:47:46,0,98.212.187.205,100,136,1,2022-10-11 17:47:47,R_2aESTLpggO7I6j0,,,,,42.0487,-87.8905,anonymous,EN,1,2,2,2.101,7.814,23.134,4,0,0,10.951,0,100,0,0,5,0,80,100,100,,1,,,,,,8,19,1,,27,4,,Q90|vA_sue|defective|vB_sue|negligence,Q71|capability|fault|counterfactual,
2022-10-11 17:45:25,2022-10-11 17:48:55,0,100.12.205.132,100,210,1,2022-10-11 17:48:55,R_3O9sCYf7DGetKZs,,,,,40.7364,-73.8695,anonymous,EN,1,2,2,0,0,12.097,0,1.945,19.697,20.293,2,85,66,66,64,74,69,100,79,,1,,,,,,62,70,2,,24,7,,Q90|vA_sue|negligence|defective|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 17:53:11,2022-10-11 17:55:59,0,104.171.215.157,100,168,1,2022-10-11 17:56:00,R_1NnojPPtBed8Rtf,,,,,35.1492,-86.5646,anonymous,EN,1,2,2,0,0,31.952,0,0,0,11.031,0,100,0,0,0,0,0,39,72,,1,,,,,,49,51,2,,44,1,,Q90|defective|vA_sue|vB_sue|negligence,Q71|capability|fault|counterfactual,
2022-10-11 17:56:57,2022-10-11 17:59:53,0,73.200.186.41,100,176,1,2022-10-11 17:59:53,R_1KxVZ2W7SXULLUi,,,,,39.2124,-76.8776,anonymous,EN,1,2,2,0,0,20.694,0,0,0,11.218,0,100,0,0,0,0,0,80,100,,1,,,,,,10,20,1,,28,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|capability|counterfactual|fault,
2022-10-11 17:58:10,2022-10-11 18:01:01,0,98.58.161.58,100,170,1,2022-10-11 18:01:02,R_2ys9kZQo3xvp3xY,,,,,26.0162,-80.1955,anonymous,EN,1,2,2,0,0,13.633,0,0,0,10.968,0,100,0,0,0,0,0,0,100,,2,,,,,,72,70,1,,28,4,,Q90|negligence|defective|vB_sue|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 18:41:13,2022-10-11 18:43:29,0,71.28.227.8,100,135,1,2022-10-11 18:43:30,R_8d1FlOFRDUFLK5X,,,,,31.1823,-83.7641,anonymous,EN,1,2,2,0,0,13.321,0,0,0,13.99,0,20,1,16,9,93,30,69,77,1,1,,,,,,79,84,2,,39,3,,Q90|defective|negligence|vA_sue|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 18:21:30,2022-10-11 18:44:53,0,69.244.11.144,100,1402,1,2022-10-11 18:44:54,R_1Qu3V2UrqiR1sHb,,,,,32.3383,-111.0455,anonymous,EN,1,2,2,0,0,15.596,0,0,0,10.601,0,92,8,6,5,21,19,82,50,,1,,,,,,29,50,1,,33,2,,Q90|vB_sue|defective|negligence|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:04:28,2022-10-11 22:06:51,0,76.168.193.216,100,143,1,2022-10-11 22:06:51,R_1li9im7AzzU4xAq,,,,,34.0251,-118.1556,anonymous,EN,1,2,2,0,0,14.016,0,0,0,10.992,0,100,13,4,19,65,64,64,37,1,1,,,,,,70,72,1,,32,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 22:03:55,2022-10-11 22:07:12,0,70.162.25.201,100,197,1,2022-10-11 22:07:12,R_1KuRfwkQn1Hdd9U,,,,,31.9455,-110.9973,anonymous,EN,1,2,2,0,0,20.225,0,0,0,11.92,0,100,0,0,0,0,0,11,100,,1,,,,,,33,64,1,,45,4,,Q90|vA_sue|defective|vB_sue|negligence,Q71|counterfactual|capability|fault,
2022-10-11 22:04:32,2022-10-11 22:07:36,0,98.25.0.40,100,184,1,2022-10-11 22:07:36,R_2YX5dTb2GVKQb1k,,,,,34.1416,-80.8886,anonymous,EN,1,2,2,1.124,11.63,17.092,2,12.713,12.713,13.839,1,100,0,0,0,0,50,50,41,,1,,,,,,50,55,2,,38,4,,Q90|defective|vB_sue|vA_sue|negligence,Q71|counterfactual|capability|fault,
2022-10-11 22:04:34,2022-10-11 22:08:01,0,76.137.146.223,100,207,1,2022-10-11 22:08:02,R_4ZumDpYHwYxjUtz,,,,,37.6752,-120.9465,anonymous,EN,1,2,2,0,0,11.962,0,0,0,11.5,0,100,0,0,0,0,0,0,70,,1,,,,,,50,50,1,,33,4,,Q90|defective|vA_sue|negligence|vB_sue,Q71|counterfactual|fault|capability,
