StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_sue_AV_1,defective_AV_1,negligence_AV_1,counterfactual_AV_1,capability_AV_1,fault_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2022-03-08 08:49:59,2022-03-08 08:54:09,0,68.117.198.204,100,249,1,2022-03-08 08:54:09,R_2PkajXTJiWpGnFv,,,,,34.0388946533203125,-84.382598876953125,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,31.433,0,0,0,11.571,0,100,0,0,0,0,0,0,100,,1,5,2,,55,3,,FL_40,,,Q90|defective|vA_sue|negligence|vB_sue,Q71|capability|fault|counterfactual
2022-03-08 08:55:40,2022-03-08 09:00:43,0,184.83.117.235,100,302,1,2022-03-08 09:00:44,R_1i8o0cOsL15Ln2W,,,,,43.5547027587890625,-96.743499755859375,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,33.429,0,0,0,13.473,0,100,0,0,0,10,10,90,85,,1,55,1,,51,1,,FL_40,,,Q90|vA_sue|negligence|defective|vB_sue,Q71|capability|fault|counterfactual
2022-03-08 09:01:04,2022-03-08 09:03:49,0,71.238.41.191,100,165,1,2022-03-08 09:03:50,R_w6LRuWCr1ZPfFZL,,,,,45.3715972900390625,-122.765594482421875,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,11.233,0,0,0,10.972,0,100,0,0,0,0,0,81,100,1,1,80,1,,35,1,,FL_40,,,Q90|defective|negligence|vA_sue|vB_sue,Q71|counterfactual|capability|fault
2022-03-08 09:01:14,2022-03-08 09:04:36,0,63.152.13.189,100,201,1,2022-03-08 09:04:36,R_57HnrNAxvPKkLPX,,,,,42.022796630859375,-91.65720367431640625,anonymous,EN,1,2,2,0,0,20.776,0,0,0,13.636,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,1,17,2,,45,3,,FL_39,Q116|vB_sue_AV|negligence_AV|vA_sue_AV|defective_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,
2022-03-08 09:20:43,2022-03-08 09:21:10,0,71.85.196.97,100,27,1,2022-03-08 09:21:10,R_1kZENUlJrLDalnr,,,,,38.7471923828125,-90.724700927734375,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-08 09:19:39,2022-03-08 09:21:39,0,216.213.120.23,100,120,1,2022-03-08 09:21:40,R_usR5IcZAaGryi9r,,,,,33.555999755859375,-97.83280181884765625,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,10.812,0,0,0,11.286,0,100,0,0,0,1,30,81,100,,1,32,2,,36,3,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|capability|counterfactual
2022-03-08 09:19:43,2022-03-08 09:21:54,0,24.239.80.74,100,130,1,2022-03-08 09:21:54,R_3Ev530LrnhXo4MZ,,,,,41.0995941162109375,-80.75229644775390625,anonymous,EN,1,2,2,9.099,9.099,18.12,1,0,0,11.188,0,100,0,0,0,0,0,71,,,,,,,,,,,,,,,,83,1,1,29,1,,24,1,,FL_39,Q116|vB_sue_AV|vA_sue_AV|defective_AV|negligence_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,
2022-03-08 09:19:57,2022-03-08 09:22:30,0,76.181.7.106,100,152,1,2022-03-08 09:22:30,R_28BZ6JSrX21rr52,,,,,39.40570068359375,-87.4026031494140625,anonymous,EN,1,2,2,0,0,23.748,0,0,0,11.476,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,1,59,2,,37,1,,FL_39,Q116|vA_sue_AV|defective_AV|vB_sue_AV|negligence_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,
2022-03-08 09:20:01,2022-03-08 09:22:51,0,174.102.174.153,100,170,1,2022-03-08 09:22:51,R_1IcRoVwVmP83D1r,,,,,42.605804443359375,-87.87619781494140625,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,16.486,0,0,0,10.786,0,97,73,24,0,3,0,41,88,,1,4,1,,37,4,,FL_40,,,Q90|vB_sue|defective|vA_sue|negligence,Q71|counterfactual|capability|fault
2022-03-08 09:23:08,2022-03-08 09:23:21,0,98.249.238.28,100,13,1,2022-03-08 09:23:22,R_3QSqekHHvotJ50E,,,,,26.048492431640625,-80.37909698486328125,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-08 09:20:48,2022-03-08 09:23:30,0,71.239.87.151,100,161,1,2022-03-08 09:23:30,R_0vmq6U42hPAAIA9,,,,,42.36529541015625,-87.94719696044921875,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,14.265,0,0,0,11.26,0,100,0,0,0,0,0,0,40,,1,40,2,,29,4,,FL_40,,,Q90|negligence|vA_sue|defective|vB_sue,Q71|counterfactual|capability|fault
2022-03-08 09:19:47,2022-03-08 09:23:34,0,69.130.133.233,100,226,1,2022-03-08 09:23:34,R_2TY2O7swEcxSerG,,,,,35.7505950927734375,-87.8240966796875,anonymous,EN,1,2,2,0,0,25.71,0,11.09,11.09,11.424,1,100,0,0,0,0,0,51,,,,,,,,,,,,,,,,68,1,1,69,2,,45,1,,FL_39,Q116|defective_AV|negligence_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,
2022-03-08 09:21:34,2022-03-08 09:23:40,0,104.53.207.40,100,125,1,2022-03-08 09:23:40,R_1mIfpZPnPC4lltw,,,,,29.722900390625,-98.0742034912109375,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,10.916,0,5.008,5.008,10.794,1,100,0,0,0,0,0,50,50,,1,28,2,,26,1,,FL_40,,,Q90|vB_sue|vA_sue|negligence|defective,Q71|counterfactual|capability|fault
2022-03-08 09:20:59,2022-03-08 09:23:41,0,24.13.4.9,100,161,1,2022-03-08 09:23:41,R_RmnUidsjYbuK77j,,,,,41.59100341796875,-88.04840087890625,anonymous,EN,1,2,2,3.242,8.26,12.103,2,0,0,10.868,0,100,0,0,0,0,13,100,,,,,,,,,,,,,,,,100,1,1,73,1,,35,1,,FL_39,Q116|vA_sue_AV|negligence_AV|defective_AV|vB_sue_AV,Q122|counterfactual_AV|fault_AV|capability_AV,,
2022-03-08 09:21:39,2022-03-08 09:23:44,0,172.58.171.39,100,125,1,2022-03-08 09:23:44,R_2OVBe9baAcK8t1Y,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,12.51,0,0,0,10.882,0,100,61,0,0,0,0,50,68,,1,13,1,,35,3,,FL_40,,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|capability|counterfactual
2022-03-08 09:19:54,2022-03-08 09:23:53,0,12.97.89.3,100,239,1,2022-03-08 09:23:53,R_2e3yqWrwX3y5OXf,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,19.168,0,0,0,12.789,0,100,24,12,0,2,0,51,60,,1,37,2,,25,4,,FL_40,,,Q90|defective|negligence|vA_sue|vB_sue,Q71|fault|capability|counterfactual
2022-03-08 09:20:25,2022-03-08 09:23:57,0,192.16.120.148,100,211,1,2022-03-08 09:23:57,R_eeZxdejVs7JqWwF,,,,,39.6342926025390625,-77.73370361328125,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,25.544,0,0,0,12.086,0,100,0,0,0,0,0,100,50,,1,0,1,,71,4,,FL_40,,,Q90|defective|vB_sue|vA_sue|negligence,Q71|fault|capability|counterfactual
2022-03-08 09:20:59,2022-03-08 09:24:05,0,65.49.87.231,100,186,1,2022-03-08 09:24:05,R_sT0H4T98Lm4RBpT,,,,,39.9705047607421875,-111.812896728515625,anonymous,EN,1,2,2,0,0,23.475,0,0,0,13.629,0,100,0,0,0,82,23,100,,,,,,,,,,,,,,,,100,1,1,0,2,,38,4,,FL_39,Q116|negligence_AV|vB_sue_AV|defective_AV|vA_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,
2022-03-08 09:21:24,2022-03-08 09:24:15,0,172.58.157.248,100,170,1,2022-03-08 09:24:15,R_265OdoJ07KGFvN1,,,,,35.193603515625,-80.68650054931640625,anonymous,EN,1,2,2,1.674,17.058,18.178,4,8.1,8.868,10.837,2,100,70,80,5,97,95,94,,,,,,,,,,,,,,,,91,1,1,67,1,,29,4,,FL_39,Q116|vA_sue_AV|vB_sue_AV|negligence_AV|defective_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,
2022-03-08 09:21:55,2022-03-08 09:24:23,0,162.229.178.174,100,147,1,2022-03-08 09:24:23,R_1nZwVyhFQavI6jo,,,,,35.7633056640625,-78.70999908447265625,anonymous,EN,1,2,2,4.379,4.379,11.758,1,0,0,10.826,0,91,0,0,8,71,46,43,,,,,,,,,,,,,,,,50,1,1,63,2,,37,6,,FL_39,Q116|vA_sue_AV|negligence_AV|vB_sue_AV|defective_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,
2022-03-08 09:21:22,2022-03-08 09:24:30,0,73.42.124.85,100,188,1,2022-03-08 09:24:31,R_2eOVrER3vBzdrnI,,,,,35.081298828125,-106.6212005615234375,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,11.376,11.376,11.944,1,0,0,13.183,0,100,0,0,0,100,0,100,50,,1,50,2,,29,4,,FL_40,,,Q90|defective|vB_sue|vA_sue|negligence,Q71|fault|counterfactual|capability
2022-03-08 09:21:09,2022-03-08 09:24:38,0,67.241.210.222,100,208,1,2022-03-08 09:24:38,R_2ZKQEpGYozzuOZj,,,,,44.82269287109375,-68.80010223388671875,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,25.451,0,0,0,11.412,0,100,4,0,0,0,0,50,55,,2,29,1,,54,3,,FL_40,,,Q90|vB_sue|defective|negligence|vA_sue,Q71|fault|counterfactual|capability
2022-03-08 09:21:21,2022-03-08 09:24:43,0,104.218.65.1,100,201,1,2022-03-08 09:24:44,R_DV4iFDc1wR6bIbL,,,,,40.75970458984375,-96.65419769287109375,anonymous,EN,1,2,2,0,0,29.452,0,0,0,18.839,0,100,100,10,10,80,10,100,,,,,,,,,,,,,,,,95,1,1,85,1,,32,4,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,
2022-03-08 09:20:34,2022-03-08 09:24:52,0,73.145.245.240,100,258,1,2022-03-08 09:24:53,R_RshQs1ioYt4HtzX,,,,,42.39599609375,-83.23509979248046875,anonymous,EN,1,2,2,0,0,21.251,0,0,0,18.423,0,100,66,71,8,10,12,49,,,,,,,,,,,,,,,,60,1,1,4,2,,31,4,,FL_39,Q116|vB_sue_AV|negligence_AV|vA_sue_AV|defective_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,
2022-03-08 09:20:46,2022-03-08 09:24:56,0,71.93.31.211,100,250,1,2022-03-08 09:24:56,R_1eVmCfcKhfii6Lw,,,,,46.3773040771484375,-120.33270263671875,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,22.704,0,0,0,11.476,0,100,0,0,0,100,0,100,75,,1,70,2,,64,1,,FL_40,,,Q90|vA_sue|defective|vB_sue|negligence,Q71|fault|counterfactual|capability
2022-03-08 09:20:23,2022-03-08 09:24:57,0,76.203.249.88,100,273,1,2022-03-08 09:24:57,R_pbMqNw0fFW9jjDX,,,,,42.5713043212890625,-83.74859619140625,anonymous,EN,1,2,2,6.574,19.297,20.479,2,3.84,3.84,16.395,1,100,20,9,0,71,50,61,,,,,,,,,,,,,,,,68,1,1,40,1,,47,4,,FL_39,Q116|vB_sue_AV|defective_AV|negligence_AV|vA_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,
2022-03-08 09:21:57,2022-03-08 09:24:59,0,98.178.201.59,100,181,1,2022-03-08 09:25:03,R_ZKTAfLaNYdOm609,,,,,29.8972930908203125,-90.20330047607421875,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,11.564,0,0,0,13.504,0,80,0,0,10,10,10,60,70,1,1,70,1,,36,3,,FL_40,,,Q90|negligence|vA_sue|vB_sue|defective,Q71|capability|counterfactual|fault
2022-03-08 09:21:24,2022-03-08 09:25:06,0,205.213.104.120,100,222,1,2022-03-08 09:25:07,R_XAKX94WXxfJFwv7,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,1,2,2,0,0,17.561,0,19.111,19.111,25.254,1,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,71,1,1,70,1,,28,3,,FL_39,Q116|vB_sue_AV|defective_AV|vA_sue_AV|negligence_AV,Q122|fault_AV|capability_AV|counterfactual_AV,,
2022-03-08 09:22:03,2022-03-08 09:25:22,0,104.230.219.19,100,199,1,2022-03-08 09:25:23,R_2WT1LSMzR9Wfu9I,,,,,40.0818023681640625,-82.96649932861328125,anonymous,EN,1,2,2,0,0,17.804,0,0,0,11.361,0,100,0,0,0,50,50,100,,,,,,,,,,,,,,,,100,1,1,53,1,,32,3,,FL_39,Q116|vA_sue_AV|defective_AV|negligence_AV|vB_sue_AV,Q122|capability_AV|fault_AV|counterfactual_AV,,
2022-03-08 09:21:48,2022-03-08 09:25:23,0,174.250.6.3,100,214,1,2022-03-08 09:25:23,R_W10Z3czyphNMvWV,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,11.944,0,0,0,11.221,0,100,0,0,0,0,50,100,0,1,1,0,1,,37,4,,FL_40,,,Q90|vB_sue|defective|negligence|vA_sue,Q71|fault|counterfactual|capability
2022-03-08 09:21:45,2022-03-08 09:25:27,0,173.76.26.35,100,222,1,2022-03-08 09:25:27,R_1g0Ka1VB2gm1zzb,,,,,42.310394287109375,-71.27410125732421875,anonymous,EN,1,2,2,0,0,22.808,0,0,0,15.089,0,100,29,7,0,59,45,66,,,,,,,,,,,,,,,,99,1,1,46,1,,50,5,,FL_39,Q116|negligence_AV|defective_AV|vA_sue_AV|vB_sue_AV,Q122|fault_AV|counterfactual_AV|capability_AV,,
2022-03-08 09:22:08,2022-03-08 09:25:28,0,100.11.31.123,100,200,1,2022-03-08 09:25:28,R_2ygCKFYpXetu4uf,,,,,40.1215057373046875,-75.32689666748046875,anonymous,EN,1,2,2,3.034,5.148,18.972,2,0,0,13.953,0,100,0,0,0,0,0,70,,,,,,,,,,,,,,,,100,1,1,30,1,,41,4,,FL_39,Q116|defective_AV|negligence_AV|vA_sue_AV|vB_sue_AV,Q122|capability_AV|counterfactual_AV|fault_AV,,
2022-03-08 09:22:35,2022-03-08 09:25:31,0,71.71.100.182,100,175,1,2022-03-08 09:25:31,R_1OYVkPBX1lxyFN9,,,,,36.0330963134765625,-79.38050079345703125,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,17.069,0,0,0,11.435,0,99,30,20,0,5,13,50,80,,1,18,1,,22,4,,FL_40,,,Q90|vA_sue|vB_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-03-08 09:21:12,2022-03-08 09:25:35,0,71.85.196.97,100,263,1,2022-03-08 09:25:36,R_2f2GS1PemfH2vum,,,,,38.7471923828125,-90.724700927734375,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,42.158,0,0,0,88.634,0,90,95,94,83,100,62,95,95,2,1,40,3,,46,5,,FL_40,,,Q90|defective|negligence|vA_sue|vB_sue,Q71|capability|counterfactual|fault
2022-03-08 09:19:44,2022-03-08 09:25:39,0,70.161.171.209,100,355,1,2022-03-08 09:25:40,R_3D7se8fz3pZq5QN,,,,,37.0330047607421875,-76.3155975341796875,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,36.173,50.533,51.666,3,16.603,16.603,17.823,1,100,0,0,0,0,0,82,100,1,1,64,2,,45,1,,FL_40,,,Q90|vA_sue|vB_sue|defective|negligence,Q71|capability|fault|counterfactual
2022-03-08 09:20:40,2022-03-08 09:25:40,0,75.88.116.43,100,299,1,2022-03-08 09:25:40,R_1jV2CvUQzlBvozU,,,,,38.5381927490234375,-82.92130279541015625,anonymous,EN,1,2,2,8.679,8.679,32.363,1,0,0,16.833,0,100,0,0,0,100,0,100,,,,,,,,,,,,,,,,50,1,1,50,2,,63,4,,FL_39,Q116|defective_AV|negligence_AV|vA_sue_AV|vB_sue_AV,Q122|counterfactual_AV|capability_AV|fault_AV,,
